"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Présence d'un internet","Nombre de couvert ","Nombre de lit","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de création de la fiche installation","Date de mise à jour de la fiche installation"
"Complexe Sportif","440460001","Corsept","44046","44560","","12","Rue De La Mairie","[ 47.276733 , -2.059319]","-2.059319","47.276733","Non","Oui","Non","0","Non","Non","Non","0","0","100","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2015-05-07 00:00:00.000"
"Stade Andre Foucher","440460002","Corsept","44046","44560","","","L'Espérance","[ 47.276733 , -2.059319]","-2.059319","47.276733","Oui","Non","Non","0","Non","Non","Non","0","0","50","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2015-06-18 00:00:00.000"
"Circuits De Randonnees","440460003","Corsept","44046","44560","","","Place De L'Église","[ 47.276733 , -2.059319]","-2.059319","47.276733","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-11-15 00:00:00.000","2015-05-07 00:00:00.000"
"Complexe Sportif Leo Lagrange","440470001","Couëron","44047","44220","","","Rue De La Noë Allais","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","30","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","6","6","2005-08-02 00:00:00.000","2016-11-29 00:00:00.000"
"Complexe Sportif Jules Boullery","440470002","Couëron","44047","44220","","","Boulevard François Blancho","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","30","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-11-30 00:00:00.000"
"Complexe Sportif Paul Langevin","440470003","Couëron","44047","44220","","","Boulevard Paul Langevin","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","40","2","Complexe sportif","Non","Oui","Non","Non","Non","Non","4","4","2005-08-02 00:00:00.000","2016-11-30 00:00:00.000"
"Gymnase Pierre Moisan","440470004","Couëron","44047","44220","","","Rue De La Corbardière","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","40","3"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-11-30 00:00:00.000"
"Stade Suzanne Et Donatien Hauray","440470005","Couëron","44047","44220","","","Rue De La Frémondière","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","250","20"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2016-11-30 00:00:00.000"
"Stade De La Fremondiere","440470006","Couëron","44047","44220","","","Rue De La Frémondière","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","30","3"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2016-11-30 00:00:00.000"
"Complexe Sportif Bourg D'Aval","440470007","Couëron","44047","44220","","","Rue Marcel De La Provoté","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","150","10","Complexe sportif","Non","Oui","Non","Non","Non","Non","13","12","2005-08-02 00:00:00.000","2016-11-30 00:00:00.000"
"College Sainte Philomene","440470009","Couëron","44047","44220","","31","Rue Jean Jaurès","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","850","0","0","0","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2005-11-21 00:00:00.000","2016-12-01 00:00:00.000"
"Circuits De Randonnee","440470010","Couëron","44047","44220","","","","[ 47.214225 , -1.72497]","-1.72497","47.214225","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","4","4","2005-11-25 00:00:00.000","2016-11-29 00:00:00.000"
"La Pirouette Equitation","440470011","Couëron","44047","44220","","","Route De St Etienne De Montluc","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","20","2"," Non","Non","Oui","Non","Non","Non","Non","6","6","2005-12-12 00:00:00.000","2012-12-10 00:00:00.000"
"Country Club Nantais","440470012","Couëron","44047","44220","","","Rte De Saint Etienne De Montluc D 101","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","50","0"," Non","Non","Non","Non","Non","Non","Non","10","2","2006-01-10 00:00:00.000","2016-12-02 00:00:00.000"
"Piste De Bicross","440470015","Couëron","44047","44220","Pont De Retz","","Boulevard Des Martyrs De La Resistance","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-20 00:00:00.000","2016-11-29 00:00:00.000"
"Parc Joseph Bricaud","440470016","Couëron","44047","44220","La Chabossière","","Place Des Citées","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","3","3","2005-12-20 00:00:00.000","2016-12-01 00:00:00.000"
"Port De Coueron","440470017","Couëron","44047","44220","Le Port","","","[ 47.214225 , -1.72497]","-1.72497","47.214225","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-26 00:00:00.000","2016-12-20 00:00:00.000"
"Piscine Municipale Baptiste-Lefevre","440470018","Couëron","44047","44220","","","Boulevard Paul Langevin","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Sans logement de gardien","Non","Non","0","0","40","2","Piscine","Non","Oui","Non","Non","Non","Non","2","2","2006-01-05 00:00:00.000","2016-11-29 00:00:00.000"
"Foyer Amicale Laique De Coueron","440470019","Couëron","44047","44220","","","Quai Emile Paraf","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2006-01-09 00:00:00.000","2016-12-01 00:00:00.000"
"Centre De Loisirs De L'Erduriere - Swing Golf","440470020","Couëron","44047","44220","L'Erduriere","","Cr 38","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","170000","Avec logement de gardien","Non","Non","0","0","40","3"," Non","Non","Non","Non","Non","Non","Non","1","1","2006-01-06 00:00:00.000","2016-11-29 00:00:00.000"
"Lac De Beaulieu","440470021","Couëron","44047","44220","Beaulieu","","Route De Beaulieu","[ 47.214225 , -1.72497]","-1.72497","47.214225","Oui","Non","Non","200000","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2006-01-10 00:00:00.000","2016-11-29 00:00:00.000"
"Club Gymnique De L'Ouest","440470022","Couëron","44047","44220","La Châtaigneraie D'Armor","","","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","60000","Non","Non","Non","0","60","25","0"," Non","Non","Non","Non","Non","Non","Non","6","6","2006-11-08 00:00:00.000","2016-12-01 00:00:00.000"
"Espace Jules Ferry","440470023","Couëron","44047","44220","","","Place Des Citées","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2012-05-11 00:00:00.000","2016-12-01 00:00:00.000"
"Ecole Publique Anne Franck","440470024","Couëron","44047","44220","","","Rue De La Pierre","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","60","0","15","2","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","2","2","2012-05-11 00:00:00.000","2016-11-29 00:00:00.000"
"Groupe Scolaire La Metairie","440470025","Couëron","44047","44220","","","Rue De Trevellec","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Non","Non","Non","0","0","15","2","Etablissement scolaire","Non","Oui","Non","Non","Non","Non","1","1","2012-05-11 00:00:00.000","2016-11-29 00:00:00.000"
"Ecuries Du Bois","440470026","Couëron","44047","44220","Le Bois David","","","[ 47.214225 , -1.72497]","-1.72497","47.214225","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","35","0"," Non","Non","Oui","Non","Non","Non","Non","5","5","2016-12-29 00:00:00.000","2016-12-29 00:00:00.000"
"Terrain De La Roche","440480001","Couffé","44048","44521","","","La Roche","[ 47.390733 , -1.292817]","-1.292817","47.390733","Oui","Non","Non","0","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2014-06-13 00:00:00.000"
"Complexe Sportif","440480002","Couffé","44048","44521","","","Rue Du Stade","[ 47.390733 , -1.292817]","-1.292817","47.390733","Oui","Non","Non","NULL","Non","Non","Non","0","0","50","0","Complexe sportif","Non","Non","Non","Non","Non","Non","5","4","2005-08-02 00:00:00.000","2014-06-13 00:00:00.000"
"Plan D'Eau De L'Ilette","440480003","Couffé","44048","44521","","","","[ 47.390733 , -1.292817]","-1.292817","47.390733","Non","Oui","Non","NULL","Non","Non","Non","0","0","60","0"," Non","Non","Non","Non","Non","Non","Non","3","2","2005-10-18 00:00:00.000","2014-06-13 00:00:00.000"
"Circuits De Randonnees","440480004","Couffé","44048","44521","","","","[ 47.390733 , -1.292817]","-1.292817","47.390733","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","9","9","2005-10-25 00:00:00.000","2014-10-14 00:00:00.000"
"Ecrin Sauvage","440480005","Couffé","44048","44521","La Criboitière","","","[ 47.390733 , -1.292817]","-1.292817","47.390733","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","8","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2007-11-19 00:00:00.000","2014-10-07 00:00:00.000"
"Aire D'Envol De La Guillardiere","440480006","Couffé","44048","44521","La Guillardière","","","[ 47.390733 , -1.292817]","-1.292817","47.390733","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2008-02-21 00:00:00.000","2014-06-17 00:00:00.000"
"Terrain De Petanque Pres De L'Ecole","440480009","Couffé","44048","44521","","","Rue Des Vignes","[ 47.390733 , -1.292817]","-1.292817","47.390733","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-13 00:00:00.000","2014-06-13 00:00:00.000"
"Terrain De Petanque Du Presbytere","440480010","Couffé","44048","44521","","","Rue Des Marronniers","[ 47.390733 , -1.292817]","-1.292817","47.390733","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2014-06-13 00:00:00.000","2014-06-13 00:00:00.000"
"Complexe Sportif G.Gouraud","440490001","Croisic","44049","44490","","","Avenue Des Moulins","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Avec logement de gardien","Non","Non","0","0","0","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","3","3","2005-08-02 00:00:00.000","2015-05-07 00:00:00.000"
"Stade Constant Germon","440490002","Croisic","44049","44490","","","Rue De Kervenel","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Avec logement de gardien","Non","Non","0","0","0","0","Complexe sportif","Non","Oui","Non","Non","Non","Non","9","7","2005-08-02 00:00:00.000","2015-05-07 00:00:00.000"
"Golf Club Du Croisic","440490003","Croisic","44049","44490","","","Chemin Du Port Aux Rocs","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","23","1"," Non","Non","Oui","Non","Non","Non","Non","2","2","2005-09-12 00:00:00.000","2015-05-07 00:00:00.000"
"Pelamer Equitation","440490006","Croisic","44049","44490","Pélamer","","Route De Pélamer","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","6","0"," Non","Non","Oui","Oui","Non","Non","Non","5","5","2005-09-12 00:00:00.000","2015-10-06 00:00:00.000"
"Plage De Port Lin","440490007","Croisic","44049","44490","","","Place Du Général De Gaulle","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Oui","Non","Non","1","1","2005-09-12 00:00:00.000","2015-05-07 00:00:00.000"
"Domaine De Port Aux Rocs","440490009","Croisic","44049","44490","","44","Avenue Port Val","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Avec logement de gardien","Non","Oui","300","278","20","2"," Non","Non","Oui","Non","Non","Non","Non","7","7","2005-09-12 00:00:00.000","2015-10-06 00:00:00.000"
"Circuits De Randonnee","440490012","Croisic","44049","44490","","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","5","5","2005-10-24 00:00:00.000","2015-05-07 00:00:00.000"
"Port Du Croisic","440490013","Croisic","44049","44490","","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Oui","Oui","Non","1","1","2005-11-22 00:00:00.000","2015-05-07 00:00:00.000"
"Parc Du Mont Esprit","440490014","Croisic","44049","44490","","","Mont Esprit","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Oui","Non","Non","2","2","2005-11-29 00:00:00.000","2015-05-07 00:00:00.000"
"Salle Michel Perraud","440490015","Croisic","44049","44490","","35","Rue Du Pont Du Chat","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","216","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-11-29 00:00:00.000","2015-05-07 00:00:00.000"
"Boulodrome","440490016","Croisic","44049","44490","","","Mont Lénigo","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-11-29 00:00:00.000","2015-05-07 00:00:00.000"
"Tir A L'Arc Turballo","440490017","Croisic","44049","44490","","","Chemin De Turballo","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","20","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-20 00:00:00.000","2015-05-07 00:00:00.000"
"Plage De Saint Goustan","440490018","Croisic","44049","44490","Plage St Goustan","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-21 00:00:00.000","2015-05-07 00:00:00.000"
"Rocher De L'Ours","440490019","Croisic","44049","44490","Rocher De L' Ours","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-12-21 00:00:00.000","2015-10-06 00:00:00.000"
"Site De Plongee Epave Laos","440490020","Croisic","44049","44490","","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2007-03-02 00:00:00.000","2015-05-07 00:00:00.000"
"Parcours Sportif De Pierre Longue","440490021","Croisic","44049","44490","Pierre Longue","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2011-06-22 00:00:00.000","2015-05-07 00:00:00.000"
"Port Charly","440490022","Croisic","44049","44490","Port Charly","","","[ 47.29288 , -2.510964]","-2.510964","47.29288","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","2","2","2011-06-27 00:00:00.000","2015-05-07 00:00:00.000"
"Stade Pierre Olivaud","440500001","Crossac","44050","44160","","","Rue Du Stade","[ 47.41127 , -2.168632]","-2.168632","47.41127","Non","Oui","Non","NULL","Non","Non","Non","0","0","30","2"," Non","Non","Oui","Non","Non","Non","Non","4","3","2005-09-27 00:00:00.000","2015-06-08 00:00:00.000"
"Salle Des Sports","440500003","Crossac","44050","44160","","","Impasse Des Petits Matelots","[ 47.41127 , -2.168632]","-2.168632","47.41127","Non","Oui","Non","NULL","Non","Non","Non","0","0","100","2"," Non","Non","Oui","Non","Non","Non","Non","1","1","2005-09-27 00:00:00.000","2015-06-08 00:00:00.000"
"Parc De La Gagnerie","440500006","Crossac","44050","44160","","","Impasse Des Petits Matelots","[ 47.41127 , -2.168632]","-2.168632","47.41127","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2011-06-06 00:00:00.000","2015-06-08 00:00:00.000"
"L'Ile Olivaud","440500007","Crossac","44050","44160","","","Route De St Joachim","[ 47.41127 , -2.168632]","-2.168632","47.41127","Oui","Non","Non","NULL","Non","Non","Non","0","0","20","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2011-06-06 00:00:00.000","2015-06-08 00:00:00.000"
"Circuits Vtt","440500009","Crossac","44050","44160","","","","[ 47.41127 , -2.168632]","-2.168632","47.41127","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2011-06-06 00:00:00.000","2015-06-08 00:00:00.000"
"Circuit De Randonnee","440500010","Crossac","44050","44160","","","","[ 47.41127 , -2.168632]","-2.168632","47.41127","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Oui","Non","Non","Non","Non","1","1","2011-06-24 00:00:00.000","2015-06-08 00:00:00.000"
"Complexe Sportif","440510001","Derval","44051","44590","","","Route De Rennes","[ 47.667324 , -1.671671]","-1.671671","47.667324","Oui","Non","Non","25000","Non","Non","Non","0","0","50","0","Complexe sportif","Non","Non","Non","Non","Non","Non","7","6","2005-08-02 00:00:00.000","2015-07-24 00:00:00.000"
